anio,id_region,region,renta_media_hogar,renta_media_hogar_unidad,pbi_per_capita,pbi_per_capita_unidad,densidad_pobl,densidad_pobl_unidad,poblacion_total,poblacion_total_unidad,tasa_criminalidad,tasa_criminalidad_unidad,tasa_pobreza,tasa_pobreza_unidad,hdi,hdi_unidad
2009-01-01,ITF1,Abruzzo,15900,EUR_HAB,22600,EUR_HAB,122.9,PER_KM2,NA,NA,228.25,P_HTHAB,21.9,PC,0.884,Indice
2010-01-01,ITF1,Abruzzo,15700,EUR_HAB,23200,EUR_HAB,122.9,PER_KM2,NA,NA,0.61,P_HTHAB,20.8,PC,0.889,Indice
2010-01-01,ITF1,Abruzzo,15700,EUR_HAB,23200,EUR_HAB,122.9,PER_KM2,NA,NA,114.93,P_HTHAB,20.8,PC,0.889,Indice
2010-01-01,ITF1,Abruzzo,15700,EUR_HAB,23200,EUR_HAB,122.9,PER_KM2,NA,NA,NA,P_HTHAB,20.8,PC,0.889,Indice
2010-01-01,ITF1,Abruzzo,15700,EUR_HAB,23200,EUR_HAB,122.9,PER_KM2,NA,NA,240.79,P_HTHAB,20.8,PC,0.889,Indice
2010-01-01,ITF1,Abruzzo,15700,EUR_HAB,23200,EUR_HAB,122.9,PER_KM2,NA,NA,208.14,P_HTHAB,20.8,PC,0.889,Indice
2011-01-01,ITF1,Abruzzo,16300,EUR_HAB,24200,EUR_HAB,122.9,PER_KM2,NA,NA,1.22,P_HTHAB,25.8,PC,0.895,Indice
2011-01-01,ITF1,Abruzzo,16300,EUR_HAB,24200,EUR_HAB,122.9,PER_KM2,NA,NA,133.48,P_HTHAB,25.8,PC,0.895,Indice
2011-01-01,ITF1,Abruzzo,16300,EUR_HAB,24200,EUR_HAB,122.9,PER_KM2,NA,NA,NA,P_HTHAB,25.8,PC,0.895,Indice
2011-01-01,ITF1,Abruzzo,16300,EUR_HAB,24200,EUR_HAB,122.9,PER_KM2,NA,NA,283.8,P_HTHAB,25.8,PC,0.895,Indice
2011-01-01,ITF1,Abruzzo,16300,EUR_HAB,24200,EUR_HAB,122.9,PER_KM2,NA,NA,166.38,P_HTHAB,25.8,PC,0.895,Indice
2012-01-01,ITF1,Abruzzo,15800,EUR_HAB,24200,EUR_HAB,123.1,PER_KM2,NA,NA,0.84,P_HTHAB,20.4,PC,0.894,Indice
2012-01-01,ITF1,Abruzzo,15800,EUR_HAB,24200,EUR_HAB,123.1,PER_KM2,NA,NA,131.73,P_HTHAB,20.4,PC,0.894,Indice
2012-01-01,ITF1,Abruzzo,15800,EUR_HAB,24200,EUR_HAB,123.1,PER_KM2,NA,NA,NA,P_HTHAB,20.4,PC,0.894,Indice
2012-01-01,ITF1,Abruzzo,15800,EUR_HAB,24200,EUR_HAB,123.1,PER_KM2,NA,NA,305.65,P_HTHAB,20.4,PC,0.894,Indice
2012-01-01,ITF1,Abruzzo,15800,EUR_HAB,24200,EUR_HAB,123.1,PER_KM2,NA,NA,180.72,P_HTHAB,20.4,PC,0.894,Indice
2013-01-01,ITF1,Abruzzo,15500,EUR_HAB,23800,EUR_HAB,122.2,PER_KM2,NA,NA,0.84,P_HTHAB,18.7,PC,0.893,Indice
2013-01-01,ITF1,Abruzzo,15500,EUR_HAB,23800,EUR_HAB,122.2,PER_KM2,NA,NA,115.5,P_HTHAB,18.7,PC,0.893,Indice
2013-01-01,ITF1,Abruzzo,15500,EUR_HAB,23800,EUR_HAB,122.2,PER_KM2,NA,NA,NA,P_HTHAB,18.7,PC,0.893,Indice
2013-01-01,ITF1,Abruzzo,15500,EUR_HAB,23800,EUR_HAB,122.2,PER_KM2,NA,NA,327.08,P_HTHAB,18.7,PC,0.893,Indice
2013-01-01,ITF1,Abruzzo,15500,EUR_HAB,23800,EUR_HAB,122.2,PER_KM2,NA,NA,1738.12,P_HTHAB,18.7,PC,0.893,Indice
2013-01-01,ITF1,Abruzzo,15500,EUR_HAB,23800,EUR_HAB,122.2,PER_KM2,NA,NA,172.49,P_HTHAB,18.7,PC,0.893,Indice
2014-01-01,ITF1,Abruzzo,15300,EUR_HAB,23800,EUR_HAB,125.3,PER_KM2,1329918,NR,0.3,P_HTHAB,22,PC,0.892,Indice
2014-01-01,ITF1,Abruzzo,15300,EUR_HAB,23800,EUR_HAB,125.3,PER_KM2,1329918,NR,112.52,P_HTHAB,22,PC,0.892,Indice
2014-01-01,ITF1,Abruzzo,15300,EUR_HAB,23800,EUR_HAB,125.3,PER_KM2,1329918,NR,31.26,P_HTHAB,22,PC,0.892,Indice
2014-01-01,ITF1,Abruzzo,15300,EUR_HAB,23800,EUR_HAB,125.3,PER_KM2,1329918,NR,NA,P_HTHAB,22,PC,0.892,Indice
2014-01-01,ITF1,Abruzzo,15300,EUR_HAB,23800,EUR_HAB,125.3,PER_KM2,1329918,NR,350.54,P_HTHAB,22,PC,0.892,Indice
2014-01-01,ITF1,Abruzzo,15300,EUR_HAB,23800,EUR_HAB,125.3,PER_KM2,1329918,NR,1704.58,P_HTHAB,22,PC,0.892,Indice
2014-01-01,ITF1,Abruzzo,15300,EUR_HAB,23800,EUR_HAB,125.3,PER_KM2,1329918,NR,180.74,P_HTHAB,22,PC,0.892,Indice
2015-01-01,ITF1,Abruzzo,15500,EUR_HAB,24100,EUR_HAB,125,PER_KM2,1325836,NR,0.45,P_HTHAB,21.7,PC,0.892,Indice
2015-01-01,ITF1,Abruzzo,15500,EUR_HAB,24100,EUR_HAB,125,PER_KM2,1325836,NR,111.45,P_HTHAB,21.7,PC,0.892,Indice
2015-01-01,ITF1,Abruzzo,15500,EUR_HAB,24100,EUR_HAB,125,PER_KM2,1325836,NR,28.09,P_HTHAB,21.7,PC,0.892,Indice
2015-01-01,ITF1,Abruzzo,15500,EUR_HAB,24100,EUR_HAB,125,PER_KM2,1325836,NR,NA,P_HTHAB,21.7,PC,0.892,Indice
2015-01-01,ITF1,Abruzzo,15500,EUR_HAB,24100,EUR_HAB,125,PER_KM2,1325836,NR,349.81,P_HTHAB,21.7,PC,0.892,Indice
2015-01-01,ITF1,Abruzzo,15500,EUR_HAB,24100,EUR_HAB,125,PER_KM2,1325836,NR,1551.25,P_HTHAB,21.7,PC,0.892,Indice
2015-01-01,ITF1,Abruzzo,15500,EUR_HAB,24100,EUR_HAB,125,PER_KM2,1325836,NR,207.05,P_HTHAB,21.7,PC,0.892,Indice
2016-01-01,ITF1,Abruzzo,15600,EUR_HAB,24300,EUR_HAB,124.5,PER_KM2,1319294,NR,0.45,P_HTHAB,20.5,PC,0.895,Indice
2016-01-01,ITF1,Abruzzo,15600,EUR_HAB,24300,EUR_HAB,124.5,PER_KM2,1319294,NR,100.64,P_HTHAB,20.5,PC,0.895,Indice
2016-01-01,ITF1,Abruzzo,15600,EUR_HAB,24300,EUR_HAB,124.5,PER_KM2,1319294,NR,25.1,P_HTHAB,20.5,PC,0.895,Indice
2016-01-01,ITF1,Abruzzo,15600,EUR_HAB,24300,EUR_HAB,124.5,PER_KM2,1319294,NR,NA,P_HTHAB,20.5,PC,0.895,Indice
2016-01-01,ITF1,Abruzzo,15600,EUR_HAB,24300,EUR_HAB,124.5,PER_KM2,1319294,NR,295.81,P_HTHAB,20.5,PC,0.895,Indice
2016-01-01,ITF1,Abruzzo,15600,EUR_HAB,24300,EUR_HAB,124.5,PER_KM2,1319294,NR,1307.11,P_HTHAB,20.5,PC,0.895,Indice
2016-01-01,ITF1,Abruzzo,15600,EUR_HAB,24300,EUR_HAB,124.5,PER_KM2,1319294,NR,160.57,P_HTHAB,20.5,PC,0.895,Indice
2017-01-01,ITF1,Abruzzo,16100,EUR_HAB,25000,EUR_HAB,122,PER_KM2,1313930,NR,0.76,P_HTHAB,19.8,PC,0.895,Indice
2017-01-01,ITF1,Abruzzo,16100,EUR_HAB,25000,EUR_HAB,122,PER_KM2,1313930,NR,102.33,P_HTHAB,19.8,PC,0.895,Indice
2017-01-01,ITF1,Abruzzo,16100,EUR_HAB,25000,EUR_HAB,122,PER_KM2,1313930,NR,23.6,P_HTHAB,19.8,PC,0.895,Indice
2017-01-01,ITF1,Abruzzo,16100,EUR_HAB,25000,EUR_HAB,122,PER_KM2,1313930,NR,NA,P_HTHAB,19.8,PC,0.895,Indice
2017-01-01,ITF1,Abruzzo,16100,EUR_HAB,25000,EUR_HAB,122,PER_KM2,1313930,NR,248.21,P_HTHAB,19.8,PC,0.895,Indice
2017-01-01,ITF1,Abruzzo,16100,EUR_HAB,25000,EUR_HAB,122,PER_KM2,1313930,NR,1252.79,P_HTHAB,19.8,PC,0.895,Indice
2017-01-01,ITF1,Abruzzo,16100,EUR_HAB,25000,EUR_HAB,122,PER_KM2,1313930,NR,171.22,P_HTHAB,19.8,PC,0.895,Indice
2018-01-01,ITF1,Abruzzo,16400,EUR_HAB,25300,EUR_HAB,121.5,PER_KM2,1306059,NR,0.46,P_HTHAB,18.7,PC,0.899,Indice
2018-01-01,ITF1,Abruzzo,16400,EUR_HAB,25300,EUR_HAB,121.5,PER_KM2,1306059,NR,100.06,P_HTHAB,18.7,PC,0.899,Indice
2018-01-01,ITF1,Abruzzo,16400,EUR_HAB,25300,EUR_HAB,121.5,PER_KM2,1306059,NR,21.75,P_HTHAB,18.7,PC,0.899,Indice
2018-01-01,ITF1,Abruzzo,16400,EUR_HAB,25300,EUR_HAB,121.5,PER_KM2,1306059,NR,NA,P_HTHAB,18.7,PC,0.899,Indice
2018-01-01,ITF1,Abruzzo,16400,EUR_HAB,25300,EUR_HAB,121.5,PER_KM2,1306059,NR,233.05,P_HTHAB,18.7,PC,0.899,Indice
2018-01-01,ITF1,Abruzzo,16400,EUR_HAB,25300,EUR_HAB,121.5,PER_KM2,1306059,NR,1072.69,P_HTHAB,18.7,PC,0.899,Indice
2018-01-01,ITF1,Abruzzo,16400,EUR_HAB,25300,EUR_HAB,121.5,PER_KM2,1306059,NR,130.25,P_HTHAB,18.7,PC,0.899,Indice
2019-01-01,ITF1,Abruzzo,16500,EUR_HAB,25600,EUR_HAB,120.5,PER_KM2,1300645,NR,0.54,P_HTHAB,19.5,PC,0.903,Indice
2019-01-01,ITF1,Abruzzo,16500,EUR_HAB,25600,EUR_HAB,120.5,PER_KM2,1300645,NR,96.18,P_HTHAB,19.5,PC,0.903,Indice
2019-01-01,ITF1,Abruzzo,16500,EUR_HAB,25600,EUR_HAB,120.5,PER_KM2,1300645,NR,20.68,P_HTHAB,19.5,PC,0.903,Indice
2019-01-01,ITF1,Abruzzo,16500,EUR_HAB,25600,EUR_HAB,120.5,PER_KM2,1300645,NR,NA,P_HTHAB,19.5,PC,0.903,Indice
2019-01-01,ITF1,Abruzzo,16500,EUR_HAB,25600,EUR_HAB,120.5,PER_KM2,1300645,NR,226.5,P_HTHAB,19.5,PC,0.903,Indice
2019-01-01,ITF1,Abruzzo,16500,EUR_HAB,25600,EUR_HAB,120.5,PER_KM2,1300645,NR,913.09,P_HTHAB,19.5,PC,0.903,Indice
2019-01-01,ITF1,Abruzzo,16500,EUR_HAB,25600,EUR_HAB,120.5,PER_KM2,1300645,NR,119.02,P_HTHAB,19.5,PC,0.903,Indice
2020-01-01,ITF1,Abruzzo,15300,EUR_HAB,23700,EUR_HAB,120,PER_KM2,1293941,NR,0.23,P_HTHAB,23.2,PC,0.899,Indice
2020-01-01,ITF1,Abruzzo,15300,EUR_HAB,23700,EUR_HAB,120,PER_KM2,1293941,NR,87.64,P_HTHAB,23.2,PC,0.899,Indice
2020-01-01,ITF1,Abruzzo,15300,EUR_HAB,23700,EUR_HAB,120,PER_KM2,1293941,NR,16.77,P_HTHAB,23.2,PC,0.899,Indice
2020-01-01,ITF1,Abruzzo,15300,EUR_HAB,23700,EUR_HAB,120,PER_KM2,1293941,NR,NA,P_HTHAB,23.2,PC,0.899,Indice
2020-01-01,ITF1,Abruzzo,15300,EUR_HAB,23700,EUR_HAB,120,PER_KM2,1293941,NR,140.96,P_HTHAB,23.2,PC,0.899,Indice
2020-01-01,ITF1,Abruzzo,15300,EUR_HAB,23700,EUR_HAB,120,PER_KM2,1293941,NR,637.66,P_HTHAB,23.2,PC,0.899,Indice
2020-01-01,ITF1,Abruzzo,15300,EUR_HAB,23700,EUR_HAB,120,PER_KM2,1293941,NR,83.54,P_HTHAB,23.2,PC,0.899,Indice
2021-01-01,ITF1,Abruzzo,17100,EUR_HAB,26300,EUR_HAB,119.1,PER_KM2,1281012,NR,0.31,P_HTHAB,27.7,PC,0.905,Indice
2021-01-01,ITF1,Abruzzo,17100,EUR_HAB,26300,EUR_HAB,119.1,PER_KM2,1281012,NR,96.8,P_HTHAB,27.7,PC,0.905,Indice
2021-01-01,ITF1,Abruzzo,17100,EUR_HAB,26300,EUR_HAB,119.1,PER_KM2,1281012,NR,18.27,P_HTHAB,27.7,PC,0.905,Indice
2021-01-01,ITF1,Abruzzo,17100,EUR_HAB,26300,EUR_HAB,119.1,PER_KM2,1281012,NR,NA,P_HTHAB,27.7,PC,0.905,Indice
2021-01-01,ITF1,Abruzzo,17100,EUR_HAB,26300,EUR_HAB,119.1,PER_KM2,1281012,NR,183.21,P_HTHAB,27.7,PC,0.905,Indice
2021-01-01,ITF1,Abruzzo,17100,EUR_HAB,26300,EUR_HAB,119.1,PER_KM2,1281012,NR,621.54,P_HTHAB,27.7,PC,0.905,Indice
2021-01-01,ITF1,Abruzzo,17100,EUR_HAB,26300,EUR_HAB,119.1,PER_KM2,1281012,NR,75.8,P_HTHAB,27.7,PC,0.905,Indice
2022-01-01,ITF1,Abruzzo,18300,EUR_HAB,28600,EUR_HAB,117.9,PER_KM2,1275950,NR,0.63,P_HTHAB,29.6,PC,0.9,Indice
2022-01-01,ITF1,Abruzzo,18300,EUR_HAB,28600,EUR_HAB,117.9,PER_KM2,1275950,NR,106.2,P_HTHAB,29.6,PC,0.9,Indice
2022-01-01,ITF1,Abruzzo,18300,EUR_HAB,28600,EUR_HAB,117.9,PER_KM2,1275950,NR,18.97,P_HTHAB,29.6,PC,0.9,Indice
2022-01-01,ITF1,Abruzzo,18300,EUR_HAB,28600,EUR_HAB,117.9,PER_KM2,1275950,NR,NA,P_HTHAB,29.6,PC,0.9,Indice
2022-01-01,ITF1,Abruzzo,18300,EUR_HAB,28600,EUR_HAB,117.9,PER_KM2,1275950,NR,219.05,P_HTHAB,29.6,PC,0.9,Indice
2022-01-01,ITF1,Abruzzo,18300,EUR_HAB,28600,EUR_HAB,117.9,PER_KM2,1275950,NR,823.78,P_HTHAB,29.6,PC,0.9,Indice
2022-01-01,ITF1,Abruzzo,18300,EUR_HAB,28600,EUR_HAB,117.9,PER_KM2,1275950,NR,111.92,P_HTHAB,29.6,PC,0.9,Indice
2023-01-01,ITF1,Abruzzo,19600,EUR_HAB,31000,EUR_HAB,117.6,PER_KM2,1272627,NR,NA,P_HTHAB,24.9,PC,0.909,Indice
2008-01-01,ITF2,Molise,15400,EUR_HAB,21700,EUR_HAB,72.6,PER_KM2,NA,NA,0.63,P_HTHAB,26.3,PC,0.868,Indice
2008-01-01,ITF2,Molise,15400,EUR_HAB,21700,EUR_HAB,72.6,PER_KM2,NA,NA,105.46,P_HTHAB,26.3,PC,0.868,Indice
2008-01-01,ITF2,Molise,15400,EUR_HAB,21700,EUR_HAB,72.6,PER_KM2,NA,NA,NA,P_HTHAB,26.3,PC,0.868,Indice
2008-01-01,ITF2,Molise,15400,EUR_HAB,21700,EUR_HAB,72.6,PER_KM2,NA,NA,119,P_HTHAB,26.3,PC,0.868,Indice
2008-01-01,ITF2,Molise,15400,EUR_HAB,21700,EUR_HAB,72.6,PER_KM2,NA,NA,988.18,P_HTHAB,26.3,PC,0.868,Indice
2008-01-01,ITF2,Molise,15400,EUR_HAB,21700,EUR_HAB,72.6,PER_KM2,NA,NA,144.18,P_HTHAB,26.3,PC,0.868,Indice
2009-01-01,ITF2,Molise,14600,EUR_HAB,21200,EUR_HAB,72.3,PER_KM2,NA,NA,0.63,P_HTHAB,29,PC,0.87,Indice
2009-01-01,ITF2,Molise,14600,EUR_HAB,21200,EUR_HAB,72.3,PER_KM2,NA,NA,86.45,P_HTHAB,29,PC,0.87,Indice
2009-01-01,ITF2,Molise,14600,EUR_HAB,21200,EUR_HAB,72.3,PER_KM2,NA,NA,NA,P_HTHAB,29,PC,0.87,Indice
2009-01-01,ITF2,Molise,14600,EUR_HAB,21200,EUR_HAB,72.3,PER_KM2,NA,NA,140.08,P_HTHAB,29,PC,0.87,Indice
2009-01-01,ITF2,Molise,14600,EUR_HAB,21200,EUR_HAB,72.3,PER_KM2,NA,NA,1027.28,P_HTHAB,29,PC,0.87,Indice
2009-01-01,ITF2,Molise,14600,EUR_HAB,21200,EUR_HAB,72.3,PER_KM2,NA,NA,165.01,P_HTHAB,29,PC,0.87,Indice
2010-01-01,ITF2,Molise,14300,EUR_HAB,21200,EUR_HAB,72,PER_KM2,NA,NA,0.95,P_HTHAB,25,PC,0.869,Indice
2010-01-01,ITF2,Molise,14300,EUR_HAB,21200,EUR_HAB,72,PER_KM2,NA,NA,88.1,P_HTHAB,25,PC,0.869,Indice
2010-01-01,ITF2,Molise,14300,EUR_HAB,21200,EUR_HAB,72,PER_KM2,NA,NA,NA,P_HTHAB,25,PC,0.869,Indice
2010-01-01,ITF2,Molise,14300,EUR_HAB,21200,EUR_HAB,72,PER_KM2,NA,NA,135.96,P_HTHAB,25,PC,0.869,Indice
2010-01-01,ITF2,Molise,14300,EUR_HAB,21200,EUR_HAB,72,PER_KM2,NA,NA,153.71,P_HTHAB,25,PC,0.869,Indice
2011-01-01,ITF2,Molise,14600,EUR_HAB,21300,EUR_HAB,71.7,PER_KM2,NA,NA,0.64,P_HTHAB,23.7,PC,0.871,Indice
2011-01-01,ITF2,Molise,14600,EUR_HAB,21300,EUR_HAB,71.7,PER_KM2,NA,NA,97.98,P_HTHAB,23.7,PC,0.871,Indice
2011-01-01,ITF2,Molise,14600,EUR_HAB,21300,EUR_HAB,71.7,PER_KM2,NA,NA,NA,P_HTHAB,23.7,PC,0.871,Indice
2011-01-01,ITF2,Molise,14600,EUR_HAB,21300,EUR_HAB,71.7,PER_KM2,NA,NA,183.24,P_HTHAB,23.7,PC,0.871,Indice
2011-01-01,ITF2,Molise,14600,EUR_HAB,21300,EUR_HAB,71.7,PER_KM2,NA,NA,130.11,P_HTHAB,23.7,PC,0.871,Indice
2012-01-01,ITF2,Molise,14100,EUR_HAB,20700,EUR_HAB,71.6,PER_KM2,NA,NA,0.32,P_HTHAB,26.8,PC,0.871,Indice
2012-01-01,ITF2,Molise,14100,EUR_HAB,20700,EUR_HAB,71.6,PER_KM2,NA,NA,102.19,P_HTHAB,26.8,PC,0.871,Indice
2012-01-01,ITF2,Molise,14100,EUR_HAB,20700,EUR_HAB,71.6,PER_KM2,NA,NA,NA,P_HTHAB,26.8,PC,0.871,Indice
2012-01-01,ITF2,Molise,14100,EUR_HAB,20700,EUR_HAB,71.6,PER_KM2,NA,NA,166.38,P_HTHAB,26.8,PC,0.871,Indice
2012-01-01,ITF2,Molise,14100,EUR_HAB,20700,EUR_HAB,71.6,PER_KM2,NA,NA,143.7,P_HTHAB,26.8,PC,0.871,Indice
2013-01-01,ITF2,Molise,13600,EUR_HAB,19400,EUR_HAB,70.4,PER_KM2,NA,NA,0.32,P_HTHAB,30.8,PC,0.866,Indice
2013-01-01,ITF2,Molise,13600,EUR_HAB,19400,EUR_HAB,70.4,PER_KM2,NA,NA,102.44,P_HTHAB,30.8,PC,0.866,Indice
2013-01-01,ITF2,Molise,13600,EUR_HAB,19400,EUR_HAB,70.4,PER_KM2,NA,NA,NA,P_HTHAB,30.8,PC,0.866,Indice
2013-01-01,ITF2,Molise,13600,EUR_HAB,19400,EUR_HAB,70.4,PER_KM2,NA,NA,135.95,P_HTHAB,30.8,PC,0.866,Indice
2013-01-01,ITF2,Molise,13600,EUR_HAB,19400,EUR_HAB,70.4,PER_KM2,NA,NA,1109.33,P_HTHAB,30.8,PC,0.866,Indice
2013-01-01,ITF2,Molise,13600,EUR_HAB,19400,EUR_HAB,70.4,PER_KM2,NA,NA,156.7,P_HTHAB,30.8,PC,0.866,Indice
2014-01-01,ITF2,Molise,13400,EUR_HAB,19300,EUR_HAB,71.8,PER_KM2,312897,NR,0.64,P_HTHAB,32.1,PC,0.867,Indice
2014-01-01,ITF2,Molise,13400,EUR_HAB,19300,EUR_HAB,71.8,PER_KM2,312897,NR,89.28,P_HTHAB,32.1,PC,0.867,Indice
2014-01-01,ITF2,Molise,13400,EUR_HAB,19300,EUR_HAB,71.8,PER_KM2,312897,NR,16.52,P_HTHAB,32.1,PC,0.867,Indice
2014-01-01,ITF2,Molise,13400,EUR_HAB,19300,EUR_HAB,71.8,PER_KM2,312897,NR,NA,P_HTHAB,32.1,PC,0.867,Indice
2014-01-01,ITF2,Molise,13400,EUR_HAB,19300,EUR_HAB,71.8,PER_KM2,312897,NR,159.82,P_HTHAB,32.1,PC,0.867,Indice
2014-01-01,ITF2,Molise,13400,EUR_HAB,19300,EUR_HAB,71.8,PER_KM2,312897,NR,1001.83,P_HTHAB,32.1,PC,0.867,Indice
2014-01-01,ITF2,Molise,13400,EUR_HAB,19300,EUR_HAB,71.8,PER_KM2,312897,NR,132.5,P_HTHAB,32.1,PC,0.867,Indice
2015-01-01,ITF2,Molise,13700,EUR_HAB,19700,EUR_HAB,71.5,PER_KM2,311398,NR,0.32,P_HTHAB,27.1,PC,0.869,Indice
2015-01-01,ITF2,Molise,13700,EUR_HAB,19700,EUR_HAB,71.5,PER_KM2,311398,NR,91.91,P_HTHAB,27.1,PC,0.869,Indice
2015-01-01,ITF2,Molise,13700,EUR_HAB,19700,EUR_HAB,71.5,PER_KM2,311398,NR,14.04,P_HTHAB,27.1,PC,0.869,Indice
2015-01-01,ITF2,Molise,13700,EUR_HAB,19700,EUR_HAB,71.5,PER_KM2,311398,NR,NA,P_HTHAB,27.1,PC,0.869,Indice
2015-01-01,ITF2,Molise,13700,EUR_HAB,19700,EUR_HAB,71.5,PER_KM2,311398,NR,191.8,P_HTHAB,27.1,PC,0.869,Indice
2015-01-01,ITF2,Molise,13700,EUR_HAB,19700,EUR_HAB,71.5,PER_KM2,311398,NR,949.1,P_HTHAB,27.1,PC,0.869,Indice
2015-01-01,ITF2,Molise,13700,EUR_HAB,19700,EUR_HAB,71.5,PER_KM2,311398,NR,136.91,P_HTHAB,27.1,PC,0.869,Indice
2016-01-01,ITF2,Molise,13900,EUR_HAB,20000,EUR_HAB,71.2,PER_KM2,310026,NR,0.32,P_HTHAB,30.6,PC,0.873,Indice
2016-01-01,ITF2,Molise,13900,EUR_HAB,20000,EUR_HAB,71.2,PER_KM2,310026,NR,89.74,P_HTHAB,30.6,PC,0.873,Indice
2016-01-01,ITF2,Molise,13900,EUR_HAB,20000,EUR_HAB,71.2,PER_KM2,310026,NR,13.78,P_HTHAB,30.6,PC,0.873,Indice
2016-01-01,ITF2,Molise,13900,EUR_HAB,20000,EUR_HAB,71.2,PER_KM2,310026,NR,NA,P_HTHAB,30.6,PC,0.873,Indice
2016-01-01,ITF2,Molise,13900,EUR_HAB,20000,EUR_HAB,71.2,PER_KM2,310026,NR,184.6,P_HTHAB,30.6,PC,0.873,Indice
2016-01-01,ITF2,Molise,13900,EUR_HAB,20000,EUR_HAB,71.2,PER_KM2,310026,NR,927.48,P_HTHAB,30.6,PC,0.873,Indice
2016-01-01,ITF2,Molise,13900,EUR_HAB,20000,EUR_HAB,71.2,PER_KM2,310026,NR,174.66,P_HTHAB,30.6,PC,0.873,Indice
2017-01-01,ITF2,Molise,14100,EUR_HAB,20600,EUR_HAB,69.6,PER_KM2,308400,NR,0,P_HTHAB,31,PC,0.875,Indice
2017-01-01,ITF2,Molise,14100,EUR_HAB,20600,EUR_HAB,69.6,PER_KM2,308400,NR,95.99,P_HTHAB,31,PC,0.875,Indice
2017-01-01,ITF2,Molise,14100,EUR_HAB,20600,EUR_HAB,69.6,PER_KM2,308400,NR,15.46,P_HTHAB,31,PC,0.875,Indice
2017-01-01,ITF2,Molise,14100,EUR_HAB,20600,EUR_HAB,69.6,PER_KM2,308400,NR,NA,P_HTHAB,31,PC,0.875,Indice
2017-01-01,ITF2,Molise,14100,EUR_HAB,20600,EUR_HAB,69.6,PER_KM2,308400,NR,219.36,P_HTHAB,31,PC,0.875,Indice
2017-01-01,ITF2,Molise,14100,EUR_HAB,20600,EUR_HAB,69.6,PER_KM2,308400,NR,867.45,P_HTHAB,31,PC,0.875,Indice
2017-01-01,ITF2,Molise,14100,EUR_HAB,20600,EUR_HAB,69.6,PER_KM2,308400,NR,147.85,P_HTHAB,31,PC,0.875,Indice
2018-01-01,ITF2,Molise,14500,EUR_HAB,21100,EUR_HAB,69.1,PER_KM2,306564,NR,0,P_HTHAB,23.5,PC,0.881,Indice
2018-01-01,ITF2,Molise,14500,EUR_HAB,21100,EUR_HAB,69.1,PER_KM2,306564,NR,82.01,P_HTHAB,23.5,PC,0.881,Indice
2018-01-01,ITF2,Molise,14500,EUR_HAB,21100,EUR_HAB,69.1,PER_KM2,306564,NR,14.26,P_HTHAB,23.5,PC,0.881,Indice
2018-01-01,ITF2,Molise,14500,EUR_HAB,21100,EUR_HAB,69.1,PER_KM2,306564,NR,NA,P_HTHAB,23.5,PC,0.881,Indice
2018-01-01,ITF2,Molise,14500,EUR_HAB,21100,EUR_HAB,69.1,PER_KM2,306564,NR,176.99,P_HTHAB,23.5,PC,0.881,Indice
2018-01-01,ITF2,Molise,14500,EUR_HAB,21100,EUR_HAB,69.1,PER_KM2,306564,NR,827.25,P_HTHAB,23.5,PC,0.881,Indice
2018-01-01,ITF2,Molise,14500,EUR_HAB,21100,EUR_HAB,69.1,PER_KM2,306564,NR,124.8,P_HTHAB,23.5,PC,0.881,Indice
2019-01-01,ITF2,Molise,14500,EUR_HAB,21800,EUR_HAB,68.2,PER_KM2,303790,NR,0,P_HTHAB,26.5,PC,0.886,Indice
2019-01-01,ITF2,Molise,14500,EUR_HAB,21800,EUR_HAB,68.2,PER_KM2,303790,NR,93.81,P_HTHAB,26.5,PC,0.886,Indice
2019-01-01,ITF2,Molise,14500,EUR_HAB,21800,EUR_HAB,68.2,PER_KM2,303790,NR,11.85,P_HTHAB,26.5,PC,0.886,Indice
2019-01-01,ITF2,Molise,14500,EUR_HAB,21800,EUR_HAB,68.2,PER_KM2,303790,NR,NA,P_HTHAB,26.5,PC,0.886,Indice
2019-01-01,ITF2,Molise,14500,EUR_HAB,21800,EUR_HAB,68.2,PER_KM2,303790,NR,157.67,P_HTHAB,26.5,PC,0.886,Indice
2019-01-01,ITF2,Molise,14500,EUR_HAB,21800,EUR_HAB,68.2,PER_KM2,303790,NR,723.86,P_HTHAB,26.5,PC,0.886,Indice
2019-01-01,ITF2,Molise,14500,EUR_HAB,21800,EUR_HAB,68.2,PER_KM2,303790,NR,146.15,P_HTHAB,26.5,PC,0.886,Indice
2020-01-01,ITF2,Molise,13800,EUR_HAB,20600,EUR_HAB,68,PER_KM2,300516,NR,0,P_HTHAB,35.7,PC,0.879,Indice
2020-01-01,ITF2,Molise,13800,EUR_HAB,20600,EUR_HAB,68,PER_KM2,300516,NR,76.54,P_HTHAB,35.7,PC,0.879,Indice
2020-01-01,ITF2,Molise,13800,EUR_HAB,20600,EUR_HAB,68,PER_KM2,300516,NR,7.32,P_HTHAB,35.7,PC,0.879,Indice
2020-01-01,ITF2,Molise,13800,EUR_HAB,20600,EUR_HAB,68,PER_KM2,300516,NR,NA,P_HTHAB,35.7,PC,0.879,Indice
2020-01-01,ITF2,Molise,13800,EUR_HAB,20600,EUR_HAB,68,PER_KM2,300516,NR,89.51,P_HTHAB,35.7,PC,0.879,Indice
